%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point.x,field.point.y,field.point.z
131344000000,1908,131268000000,map,0.017517338206145497,-1.4465105211698963,0.09731108074308414
131412000000,1909,131336000000,map,0.017636533379908725,-1.4276421618529995,0.09704083596672497
131508000000,1910,131404000000,map,0.01114099729348235,-1.4682840712659935,0.11292334984259611
131560000000,1911,131468000000,map,0.010815673804160264,-1.4492712942526595,0.1136392870555985
131624000000,1912,131536000000,map,0.014714892069624785,-1.3690266569622753,0.09393203873469302
131672000000,1913,131604000000,map,0.015362133586323282,-1.3474792674186513,0.09147353953566961
131716000000,1914,131668000000,map,0.0156317127785202,-1.325547108171445,0.0873219850985606
131788000000,1915,131736000000,map,0.01598689359338451,-1.303942869283062,0.0859507017186063
131880000000,1916,131804000000,map,0.016154282851422036,-1.279231224735324,0.08842009156383607
131932000000,1917,131868000000,map,0.01570412069326127,-1.2600986634963443,0.08756208365099749
132012000000,1918,131936000000,map,0.015142812331263161,-1.240258358250335,0.08948533882616216
132080000000,1919,132004000000,map,0.015180282200457376,-1.2203907554535776,0.0899695649678493
132100000000,1920,132068000000,map,0.0073667136437113034,-1.261622925462252,0.10817247695053817
132172000000,1921,132136000000,map,0.007203524676847567,-1.2411276919111522,0.10627504952528982
132300000000,1922,132204000000,map,0.012444694187895095,-1.1597088250400962,0.08669060767728043
132352000000,1923,132268000000,map,0.012891119703543535,-1.1355724070994846,0.08328641276952314
132376000000,1924,132336000000,map,0.005737657240154265,-1.1744862186980718,0.09926430566627564
132468000000,1925,132404000000,map,0.006651866296464359,-1.1486841076000276,0.09799541224743202
132536000000,1926,132468000000,map,0.006732741224959121,-1.126474708265737,0.09991018551455721
132620000000,1927,132536000000,map,0.011577009829750656,-1.046942834156766,0.08349081974302391
132632000000,1928,132604000000,map,0.011515878314858952,-1.0267448969688673,0.08300599325673069
132748000000,1929,132668000000,map,0.011311567325060001,-1.0081210322620657,0.08202665770867029
132820000000,1930,132736000000,map,0.0037236805618758584,-1.0475547396926663,0.10248992372857513
132880000000,1931,132804000000,map,0.004037086961534958,-1.0284115940931364,0.1028911470832129
132932000000,1932,132868000000,map,0.004037307184120376,-1.008259664448497,0.10280759753325502
133008000000,1933,132936000000,map,0.009178531208271112,-0.9323424317630673,0.08425564974311883
133080000000,1934,133004000000,map,0.001900573542961831,-0.9704258414985387,0.10002742759173183
133168000000,1935,133068000000,map,0.0023181293300583994,-0.947789990700644,0.09722335340559057
133172000000,1936,133136000000,map,0.002740330275496111,-0.9262759984436566,0.09696359535595517
133280000000,1937,133204000000,map,0.0032431381722775043,-0.9037642214521158,0.09810344420710032
133344000000,1938,133268000000,map,0.008419653963557955,-0.8227551973417719,0.07791306499107825
133420000000,1939,133336000000,map,0.000582432588710019,-0.8642449068479356,0.09566572152244812
133472000000,1940,133404000000,map,0.00047124483146868124,-0.8410499891216168,0.09730336068351786
133540000000,1941,133468000000,map,0.00023117371721051438,-0.8234498988056704,0.09898954972328422
133632000000,1942,133536000000,map,-0.00010708103726725371,-0.8045439793137916,0.09915484680946651
133692000000,1943,133604000000,map,-0.00014451289673272916,-0.7863609792933737,0.09848694595079482
133720000000,1944,133668000000,map,-0.00020658456311406503,-0.767378171059752,0.09888317210128156
133812000000,1945,133736000000,map,0.0049504869255804496,-0.6861506379832856,0.07765917937462746
133896000000,1946,133804000000,map,-0.0025123064432142628,-0.7244199831154423,0.0955303248401212
133928000000,1947,133868000000,map,-0.002190128226225996,-0.7038210534217908,0.09640337746619493
134004000000,1948,133936000000,map,-0.0019490534651951386,-0.685574221932296,0.09846539886073058
134044000000,1949,134004000000,map,-0.0018554189138311472,-0.6663642499236955,0.09822375199824646
134136000000,1950,134068000000,map,-0.0021804428024592704,-0.6474193675542381,0.0986544933879433
134216000000,1951,134136000000,map,-0.0025135939008482377,-0.629076480707339,0.09864744593970032
134280000000,1952,134204000000,map,-0.0029409959396584084,-0.6093196275042354,0.09876398312988327
134312000000,1953,134268000000,map,-0.003112013584847362,-0.5884340463383371,0.09756627749537705
134368000000,1954,134336000000,map,-0.003309349120044408,-0.5692800528689674,0.09694058813967676
134480000000,1955,134404000000,map,0.0015305937063177233,-0.4874513323896279,0.07651849983830827
134556000000,1956,134468000000,map,0.0017773235799199705,-0.46672050821744526,0.07729222342186504
134584000000,1957,134536000000,map,-0.005524127308375065,-0.5070835732524082,0.09740657484618076
134672000000,1958,134604000000,map,-0.005432953348375069,-0.4864936297150009,0.09729719709020207
134740000000,1959,134668000000,map,-0.0053558514959006764,-0.46899042319607465,0.09973381941125659
134808000000,1960,134736000000,map,-0.005620189395218356,-0.4515812855927701,0.10144553961879754
134876000000,1961,134804000000,map,-0.005926052493569478,-0.43134221407012263,0.09982238939107974
134948000000,1962,134868000000,map,-0.006056978528393528,-0.4116323551769825,0.09950832822210287
135008000000,1963,134936000000,map,-0.006298473600833784,-0.39256477008642765,0.09762742127483481
135040000000,1964,135004000000,map,-0.006591886898784496,-0.36932320560574405,0.09765968320468038
135128000000,1965,135068000000,map,-0.002169726530961341,-0.2878758965989021,0.07847446397866215
135204000000,1966,135136000000,map,-0.0020234436047487647,-0.2683229738391475,0.07960210529646938
135232000000,1967,135204000000,map,-0.002092484158464858,-0.2497475395894846,0.08158750657897412
135340000000,1968,135268000000,map,-0.009143664039089144,-0.2912561521064223,0.10312280707718963
135400000000,1969,135336000000,map,-0.009331612495129094,-0.2723801477130474,0.10506259394250234
135472000000,1970,135404000000,map,-0.009549965233231497,-0.2541774319544723,0.10579441985526722
135540000000,1971,135468000000,map,-0.009601727342201424,-0.23487091023288276,0.10399669212613433
135620000000,1972,135536000000,map,-0.009371136151757303,-0.21406622807220055,0.10053159488647412
135676000000,1973,135604000000,map,-0.009075953334726314,-0.18984549071299273,0.09945389679281236
135744000000,1974,135668000000,map,-0.008667082445290422,-0.16693236395993494,0.09915281367687467
135820000000,1975,135736000000,map,-0.008258945078436358,-0.14532048390075558,0.09810811483062876
135884000000,1976,135804000000,map,-0.007847630476464473,-0.12445503825864712,0.10012744448101613
135944000000,1977,135868000000,map,-0.0074157691002694065,-0.10563560658624338,0.10187721565650659
136016000000,1978,135936000000,map,-0.007032294082276042,-0.08654474904807152,0.10237052301618943
136036000000,1979,136004000000,map,-0.006797613042447817,-0.0670611641640193,0.10360350283699438
136128000000,1980,136068000000,map,-0.006579160681342594,-0.050440986694818335,0.10462925378358828
136216000000,1981,136136000000,map,-0.006465253961416506,-0.03380253872023786,0.10473727220495832
136300000000,1982,136204000000,map,-0.006512942109114392,-0.014098164928952883,0.10414961633578185
136352000000,1983,136268000000,map,-0.00048347774280378675,0.06300138667522237,0.08622386187708464
136396000000,1984,136336000000,map,-0.0008278954723176801,0.08339720482953106,0.0857161918044107
136468000000,1985,136404000000,map,-0.0010331826585361636,0.10246038285927428,0.08506985517553411
136528000000,1986,136468000000,map,-0.0008838086355708874,0.12102777835996004,0.08732030330629625
136604000000,1987,136536000000,map,-0.001037721422965196,0.13871030809581142,0.09040256659962237
